ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Nation,Nation,ID Degree,Degree,Completions,Slug CIP6,Geography,ID Geography,Slug Geography
"01","Agriculture","0110","Food Science & Technology","011001","Food Science",2015,"2015","01000US","United States",5,"Bachelors Degree",22,"food-science","Georgia","04000US13","georgia"
"01","Agriculture","0111","Plant Sciences","011103","Horticultural Science",2015,"2015","01000US","United States",5,"Bachelors Degree",18,"horticultural-science","Georgia","04000US13","georgia"
"01","Agriculture","0112","Soil Sciences","011201","General Soil Science & Agronomy",2015,"2015","01000US","United States",5,"Bachelors Degree",2,"general-soil-science-agronomy","Georgia","04000US13","georgia"
"01","Agriculture","0199","Other Agriculture Studies","019999","Other Agriculture, Operations, & Related Sciences",2015,"2015","01000US","United States",5,"Bachelors Degree",61,"other-agriculture-operations-related-sciences","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0301","Natural Resource Conservation & Research","030103","Environmental Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",73,"environmental-studies","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0301","Natural Resource Conservation & Research","030104","Environmental Science",2015,"2015","01000US","United States",5,"Bachelors Degree",45,"environmental-science","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0302","Natural Resource Management & Policy","030207","Natural Resource Recreation & Tourism",2015,"2015","01000US","United States",5,"Bachelors Degree",21,"natural-resource-recreation-tourism","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0305","Forestry","030501","General Forestry",2015,"2015","01000US","United States",5,"Bachelors Degree",16,"general-forestry","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0305","Forestry","030506","Forest Management",2015,"2015","01000US","United States",5,"Bachelors Degree",22,"forest-management","Georgia","04000US13","georgia"
"03","Natural Resources & Conservation","0306","Wildlife & Wildlands","030601","Wildlife, Fish, & Wildlands Science",2015,"2015","01000US","United States",5,"Bachelors Degree",61,"wildlife-fish-wildlands-science","Georgia","04000US13","georgia"
"04","Architecture and Related Services","0402","Architecture","040201","Architecture",2015,"2015","01000US","United States",5,"Bachelors Degree",94,"architecture-040201","Georgia","04000US13","georgia"
"04","Architecture and Related Services","0406","Landscape Architecture","040601","Landscape Architecture",2015,"2015","01000US","United States",5,"Bachelors Degree",24,"landscape-architecture-040601","Georgia","04000US13","georgia"
"04","Architecture and Related Services","0408","Architectural History & Criticism","040801","General Architectural History & Criticism",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"general-architectural-history-criticism","Georgia","04000US13","georgia"
"04","Architecture and Related Services","0409","Architectural Sciences & Technology","040902","Architectural & Building Sciences & Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",76,"architectural-building-sciences-technology","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050101","African Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",6,"african-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050102","American & U.S. Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"american-us-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050104","East Asian Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"east-asian-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050107","Latin American Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"latin-american-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050108","Near & Middle Eastern Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",12,"near-middle-eastern-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050110","Russian Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"russian-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050122","Regional Studies (U.S., Canadian, Foreign)",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"regional-studies-us-canadian-foreign","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050124","French Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",14,"french-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050125","German Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",11,"german-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050126","Italian Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"italian-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0501","Area Studies","050134","Latin American & Caribbean Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",9,"latin-american-caribbean-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050201","African-American & Black Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",13,"african-american-black-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050207","Women's Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",52,"womens-studies","Georgia","04000US13","georgia"
"05","Cultural & Gender Studies","0502","Ethnic, Cultural, & Gender Group Studies","050299","Other Ethnic, Minority, Gender, & Group Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"other-ethnic-minority-gender-group-studies","Georgia","04000US13","georgia"
"09","Communications","0901","Communication and Media Studies","090100","General Communication",2015,"2015","01000US","United States",5,"Bachelors Degree",34,"general-communication","Georgia","04000US13","georgia"
"09","Communications","0901","Communication and Media Studies","090101","Speech Communication & Rhetoric",2015,"2015","01000US","United States",5,"Bachelors Degree",722,"speech-communication-rhetoric","Georgia","04000US13","georgia"
"09","Communications","0901","Communication and Media Studies","090102","Mass Communication & Media Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",108,"mass-communication-media-studies","Georgia","04000US13","georgia"
"09","Communications","0901","Communication and Media Studies","090199","Other Communication & Media Studies",2015,"2015","01000US","United States",5,"Bachelors Degree",49,"other-communication-media-studies","Georgia","04000US13","georgia"
"09","Communications","0904","Journalism","090401","Journalism",2015,"2015","01000US","United States",5,"Bachelors Degree",625,"journalism-090401","Georgia","04000US13","georgia"
"09","Communications","0904","Journalism","090402","Broadcast Journalism",2015,"2015","01000US","United States",5,"Bachelors Degree",68,"broadcast-journalism","Georgia","04000US13","georgia"
"09","Communications","0907","Radio, Television, & Digital Communication","090701","Radio & Television",2015,"2015","01000US","United States",5,"Bachelors Degree",10,"radio-television","Georgia","04000US13","georgia"
"09","Communications","0907","Radio, Television, & Digital Communication","090702","Digital Communication & Multimedia",2015,"2015","01000US","United States",5,"Bachelors Degree",444,"digital-communication-multimedia","Georgia","04000US13","georgia"
"09","Communications","0907","Radio, Television, & Digital Communication","090799","Other Radio, Television, & Digital Communication",2015,"2015","01000US","United States",5,"Bachelors Degree",73,"other-radio-television-digital-communication","Georgia","04000US13","georgia"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090900","Public Relations, Advertising, & Applied Communication",2015,"2015","01000US","United States",5,"Bachelors Degree",6,"public-relations-advertising-applied-communication-090900","Georgia","04000US13","georgia"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090902","Public Relations & Image Management",2015,"2015","01000US","United States",5,"Bachelors Degree",246,"public-relations-image-management","Georgia","04000US13","georgia"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090903","Advertising",2015,"2015","01000US","United States",5,"Bachelors Degree",178,"advertising","Georgia","04000US13","georgia"
"09","Communications","0909","Public Relations, Advertising, & Applied Communication","090908","Technical & Scientific Communication",2015,"2015","01000US","United States",5,"Bachelors Degree",9,"technical-scientific-communication","Georgia","04000US13","georgia"
"09","Communications","0999","Other Communication Studies","099999","Other Communication, Journalism, & Related Programs",2015,"2015","01000US","United States",5,"Bachelors Degree",40,"other-communication-journalism-related-programs","Georgia","04000US13","georgia"
"10","Communication Technologies","1002","Audiovisual Communications Technology","100201","Photographic & Video Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"photographic-video-technology","Georgia","04000US13","georgia"
"10","Communication Technologies","1002","Audiovisual Communications Technology","100203","Recording Arts Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",83,"recording-arts-technology","Georgia","04000US13","georgia"
"10","Communication Technologies","1003","Graphic Communications","100304","Animation, Interactive Technology, Video Graphics, & Special Effects",2015,"2015","01000US","United States",5,"Bachelors Degree",223,"animation-interactive-technology-video-graphics-special-effects","Georgia","04000US13","georgia"
"10","Communication Technologies","1003","Graphic Communications","100305","General Production Graphic & Printing Equipment Operator",2015,"2015","01000US","United States",5,"Bachelors Degree",8,"general-production-graphic-printing-equipment-operator","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110101","General Computer & Information Sciences",2015,"2015","01000US","United States",5,"Bachelors Degree",860,"general-computer-information-sciences-110101","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110103","Information Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",238,"information-technology","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110104","Informatics",2015,"2015","01000US","United States",5,"Bachelors Degree",17,"informatics","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1101","General Computer & Information Sciences","110199","Other Computer & Information Sciences",2015,"2015","01000US","United States",5,"Bachelors Degree",2,"other-computer-information-sciences","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110201","General Computer Programming",2015,"2015","01000US","United States",5,"Bachelors Degree",6,"general-computer-programming","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1102","Computer Programming","110202","Specific Applications Computer Programming",2015,"2015","01000US","United States",5,"Bachelors Degree",14,"specific-applications-computer-programming","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1104","Information Sciences","110401","Information Science",2015,"2015","01000US","United States",5,"Bachelors Degree",322,"information-science","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1105","Computer Systems Analysis","110501","Computer Systems Analysis",2015,"2015","01000US","United States",5,"Bachelors Degree",39,"computer-systems-analysis-110501","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1107","Computer Science","110701","Computer Science",2015,"2015","01000US","United States",5,"Bachelors Degree",354,"computer-science-110701","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110801","Web Page, Digital, & Information Resource Design",2015,"2015","01000US","United States",5,"Bachelors Degree",28,"web-page-digital-information-resource-design","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1108","Computer Software & Media Applications","110803","Computer Graphics",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"computer-graphics","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1109","Networking & Telecommunication Systems","110901","Computer Systems Networking & Telecommunications",2015,"2015","01000US","United States",5,"Bachelors Degree",34,"computer-systems-networking-telecommunications","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111001","Network & System Administration",2015,"2015","01000US","United States",5,"Bachelors Degree",7,"network-system-administration","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111003","Computer & Information Systems Security",2015,"2015","01000US","United States",5,"Bachelors Degree",81,"computer-information-systems-security","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111004","Web Multimedia Management & Webmaster",2015,"2015","01000US","United States",5,"Bachelors Degree",26,"web-multimedia-management-webmaster","Georgia","04000US13","georgia"
"11","Computer and Information Sciences and Support Services","1110","Computer Technology Administration & Management","111099","Other Computer & Information Technology Services Management",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"other-computer-information-technology-services-management","Georgia","04000US13","georgia"
"12","Personal & Culinary Services","1205","Culinary Arts & Related Services","120504","Restaurant, Culinary, & Catering Management",2015,"2015","01000US","United States",5,"Bachelors Degree",11,"restaurant-culinary-catering-management","Georgia","04000US13","georgia"
"13","Education","1301","General Education","130101","General Education",2015,"2015","01000US","United States",5,"Bachelors Degree",31,"general-education-130101","Georgia","04000US13","georgia"
"13","Education","1304","Educational Administration & Support","130410","Urban Education & Leadership",2015,"2015","01000US","United States",5,"Bachelors Degree",13,"urban-education-leadership","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131001","General Special Education & Teaching",2015,"2015","01000US","United States",5,"Bachelors Degree",334,"general-special-education-teaching","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131006","Education of Individuals with Mental Retardation",2015,"2015","01000US","United States",5,"Bachelors Degree",2,"education-of-individuals-with-mental-retardation","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131012","Education of Individuals with Speech or Language Impairments",2015,"2015","01000US","United States",5,"Bachelors Degree",20,"education-of-individuals-with-speech-or-language-impairments","Georgia","04000US13","georgia"
"13","Education","1310","Special Education","131018","Education of Individuals in Middle School Special Education Programs",2015,"2015","01000US","United States",5,"Bachelors Degree",3,"education-of-individuals-in-middle-school-special-education-programs","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131202","Elementary Education & Teaching",2015,"2015","01000US","United States",5,"Bachelors Degree",908,"elementary-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131203","Middle School Education & Teaching",2015,"2015","01000US","United States",5,"Bachelors Degree",425,"middle-school-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131205","Secondary Education & Teaching",2015,"2015","01000US","United States",5,"Bachelors Degree",13,"secondary-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131209","Kindergarten & Preschool Education",2015,"2015","01000US","United States",5,"Bachelors Degree",148,"kindergarten-preschool-education","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131210","Early Childhood Education & Teaching",2015,"2015","01000US","United States",5,"Bachelors Degree",878,"early-childhood-education-teaching","Georgia","04000US13","georgia"
"13","Education","1312","Teacher Education at Specific Levels & Methods","131299","Teacher Education & Professional Development",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"teacher-education-professional-development","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131301","Agricultural Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",21,"agricultural-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131302","Art Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",32,"art-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131303","Business Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"business-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131305","English & Language Arts Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",70,"english-language-arts-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131306","Foreign Language Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",13,"foreign-language-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131307","Health Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",102,"health-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131308","Family & Consumer Sciences Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"family-consumer-sciences-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131311","Mathematics Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",61,"mathematics-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131312","Music Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",132,"music-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131314","Physical Education Teaching & Coaching",2015,"2015","01000US","United States",5,"Bachelors Degree",317,"physical-education-teaching-coaching","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131316","General Science Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",23,"general-science-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131318","Social Studies Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",49,"social-studies-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131320","Trade & Industrial Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",24,"trade-industrial-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131322","Biology Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"biology-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131323","Chemistry Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"chemistry-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131324","Drama & Dance Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",2,"drama-dance-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131328","History Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",3,"history-teacher-education","Georgia","04000US13","georgia"
"13","Education","1313","Teacher Education for Specific Subject Areas","131329","Physics Teacher Education",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"physics-teacher-education","Georgia","04000US13","georgia"
"13","Education","1399","Other Education Studies","139999","Other Education",2015,"2015","01000US","United States",5,"Bachelors Degree",48,"other-education","Georgia","04000US13","georgia"
"14","Engineering","1401","General Engineering","140101","General Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",66,"general-engineering-140101","Georgia","04000US13","georgia"
"14","Engineering","1401","General Engineering","140102","Pre-Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"pre-engineering","Georgia","04000US13","georgia"
"14","Engineering","1402","Aerospace, Aeronautical & Astronautical Engineering","140201","Aerospace, Aeronautical, & Astronautical Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",157,"aerospace-aeronautical-astronautical-engineering-140201","Georgia","04000US13","georgia"
"14","Engineering","1403","Agricultural Engineering","140301","Agricultural Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",27,"agricultural-engineering-140301","Georgia","04000US13","georgia"
"14","Engineering","1405","Biomedical Engineering","140501","Bioengineering & Biomedical Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",214,"bioengineering-biomedical-engineering","Georgia","04000US13","georgia"
"14","Engineering","1407","Chemical Engineering","140701","Chemical Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",172,"chemical-engineering-140701","Georgia","04000US13","georgia"
"14","Engineering","1408","Civil Engineering","140801","General Civil Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",234,"general-civil-engineering","Georgia","04000US13","georgia"
"14","Engineering","1409","Computer Engineering","140901","General Computer Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",127,"general-computer-engineering","Georgia","04000US13","georgia"
"14","Engineering","1409","Computer Engineering","140903","Computer Software Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",24,"computer-software-engineering","Georgia","04000US13","georgia"
"14","Engineering","1410","Electrical Engineering","141001","Electrical & Electronics Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",343,"electrical-electronics-engineering","Georgia","04000US13","georgia"
"14","Engineering","1412","Engineering Physics","141201","Engineering Physics & Applied Physics",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"engineering-physics-applied-physics","Georgia","04000US13","georgia"
"14","Engineering","1413","Engineering Science","141301","Engineering Science",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"engineering-science-141301","Georgia","04000US13","georgia"
"14","Engineering","1414","Environmental Engineering","141401","Environmental Health Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",47,"environmental-health-engineering","Georgia","04000US13","georgia"
"14","Engineering","1418","Materials Engineering","141801","Materials Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",41,"materials-engineering-141801","Georgia","04000US13","georgia"
"14","Engineering","1419","Mechanical Engineering","141901","Mechanical Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",709,"mechanical-engineering-141901","Georgia","04000US13","georgia"
"14","Engineering","1423","Nuclear Engineering","142301","Nuclear Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",32,"nuclear-engineering-142301","Georgia","04000US13","georgia"
"14","Engineering","1427","Systems Engineering","142701","Systems Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",10,"systems-engineering-142701","Georgia","04000US13","georgia"
"14","Engineering","1428","Textile Sciences & Engineering","142801","Textile Sciences & Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",14,"textile-sciences-engineering-142801","Georgia","04000US13","georgia"
"14","Engineering","1433","Construction Engineering","143301","Construction Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",10,"construction-engineering-143301","Georgia","04000US13","georgia"
"14","Engineering","1435","Industrial Engineering","143501","Industrial Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",345,"industrial-engineering-143501","Georgia","04000US13","georgia"
"14","Engineering","1436","Manufacturing Engineering","143601","Manufacturing Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",10,"manufacturing-engineering-143601","Georgia","04000US13","georgia"
"14","Engineering","1443","Biochemical Engineering","144301","Biochemical Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",9,"biochemical-engineering-144301","Georgia","04000US13","georgia"
"14","Engineering","1445","Biological & Biosystems Engineering","144501","Biological & Biosystems Engineering",2015,"2015","01000US","United States",5,"Bachelors Degree",10,"biological-biosystems-engineering-144501","Georgia","04000US13","georgia"
"15","Engineering Technologies","1500","General Engineering Technologies","150000","General Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",49,"general-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1502","Civil Engineering Technologies","150201","Civil Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",35,"civil-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1503","Electrical Engineering Technologies","150303","Electrical, Electronic, & Communications Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",64,"electrical-electronic-communications-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1503","Electrical Engineering Technologies","150305","Telecommunications Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",3,"telecommunications-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1503","Electrical Engineering Technologies","150399","Other Electrical Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",9,"other-electrical-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1504","Electromechanical Instrumentation & Maintenance Technologies","150401","Biomedical Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"biomedical-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1505","Environmental Control Technologies","150507","Environmental Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"environmental-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1506","Industrial Production Technologies","150699","Other Industrial Production Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",21,"other-industrial-production-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1508","Mechanical Engineering Technologies","150805","Mechanical Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",59,"mechanical-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1510","Construction Engineering Technologies","151001","Construction Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",44,"construction-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1511","Engineering-Related Technologies","151102","Surveying Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",3,"surveying-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1512","Computer Engineering Technologies","151201","Computer Engineering Technology",2015,"2015","01000US","United States",5,"Bachelors Degree",33,"computer-engineering-technology","Georgia","04000US13","georgia"
"15","Engineering Technologies","1599","Other Engineering Technology Studies","159999","Other Engineering Technologies & Engineering-Related Fields",2015,"2015","01000US","United States",5,"Bachelors Degree",5,"other-engineering-technologies-engineering-related-fields","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160101","General Foreign Languages & Literatures",2015,"2015","01000US","United States",5,"Bachelors Degree",41,"general-foreign-languages-literatures","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160102","Linguistics",2015,"2015","01000US","United States",5,"Bachelors Degree",75,"linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1601","Linguistic, Comparative, & Related Language Studies","160104","Comparative Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",17,"comparative-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1603","East Asian Languages, Literatures, & Linguistics","160301","Chinese Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",12,"chinese-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1603","East Asian Languages, Literatures, & Linguistics","160302","Japanese Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",18,"japanese-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1604","Slavic, Baltic, & Albanian Languages, Literatures, & Linguistics","160402","Russian Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",12,"russian-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1605","Germanic Languages, Literatures, & Linguistics","160500","General Germanic Languages, Literatures, & Linguistics",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"general-germanic-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1605","Germanic Languages, Literatures, & Linguistics","160501","German Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",25,"german-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160900","General Romance Languages, Literatures, & Linguistics",2015,"2015","01000US","United States",5,"Bachelors Degree",21,"general-romance-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160901","French Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",62,"french-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160902","Italian Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",1,"italian-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1609","Romance Languages, Literatures, & Linguistics","160905","Spanish Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",253,"spanish-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1611","Middle Eastern & Semitic Languages, Literatures, & Linguistics","161101","Arabic Language & Literature",2015,"2015","01000US","United States",5,"Bachelors Degree",11,"arabic-language-literature","Georgia","04000US13","georgia"
"16","Language & Linguistics","1611","Middle Eastern & Semitic Languages, Literatures, & Linguistics","161103","Ancient Near Eastern & Biblical Languages, Literatures, & Linguistics",2015,"2015","01000US","United States",5,"Bachelors Degree",0,"ancient-near-eastern-biblical-languages-literatures-linguistics","Georgia","04000US13","georgia"
"16","Language & Linguistics","1612","Classical Languages, Literatures, & Linguistics","161200","General Classical Language, Literature, & Linguistics",2015,"2015","01000US","United States",5,"Bachelors Degree",4,"general-classical-language-literature-linguistics","Georgia","04000US13","georgia"
